Language,Task,Strategy,Likert
English,1,Strat1,4
English,1,Strat2,2
English,1,Strat3,2
English,1,Strat4,2
English,1,Strat5,5
English,1,Strat6,2
English,1,Strat7,2
English,1,Strat8,2
English,1,Strat9,5
English,1,Strat10,4
English,1,Strat1,5
English,1,Strat2,5
English,1,Strat3,2
English,1,Strat4,2
English,1,Strat5,5
English,1,Strat6,3
English,1,Strat7,2
English,1,Strat8,2
English,1,Strat9,4
English,1,Strat10,4
English,1,Strat1,2
English,1,Strat2,1
English,1,Strat3,2
English,1,Strat4,4
English,1,Strat5,5
English,1,Strat6,4
English,1,Strat7,3
English,1,Strat8,4
English,1,Strat9,4
English,1,Strat10,1
English,1,Strat1,4
English,1,Strat2,4
English,1,Strat3,5
English,1,Strat4,4
English,1,Strat5,5
English,1,Strat6,3
English,1,Strat7,3
English,1,Strat8,2
English,1,Strat9,1
English,1,Strat10,5
English,1,Strat1,2
English,1,Strat2,1
English,1,Strat3,5
English,1,Strat4,4
English,1,Strat5,5
English,1,Strat6,4
English,1,Strat7,1
English,1,Strat8,5
English,1,Strat9,4
English,1,Strat10,5
English,1,Strat1,3
English,1,Strat2,3
English,1,Strat3,4
English,1,Strat4,3
English,1,Strat5,5
English,1,Strat6,3
English,1,Strat7,2
English,1,Strat8,4
English,1,Strat9,4
English,1,Strat10,4
English,1,Strat1,5
English,1,Strat2,5
English,1,Strat3,5
English,1,Strat4,4
English,1,Strat5,5
English,1,Strat6,4
English,1,Strat7,3
English,1,Strat8,5
English,1,Strat9,3
English,1,Strat10,4
English,1,Strat1,5
English,1,Strat2,5
English,1,Strat3,5
English,1,Strat4,5
English,1,Strat5,5
English,1,Strat6,5
English,1,Strat7,1
English,1,Strat8,5
English,1,Strat9,4
English,1,Strat10,5
English,1,Strat1,4
English,1,Strat2,5
English,1,Strat3,4
English,1,Strat4,1
English,1,Strat5,4
English,1,Strat6,2
English,1,Strat7,3
English,1,Strat8,5
English,1,Strat9,5
English,1,Strat10,3
English,1,Strat1,3
English,1,Strat2,5
English,1,Strat3,3
English,1,Strat4,3
English,1,Strat5,4
English,1,Strat6,2
English,1,Strat7,5
English,1,Strat8,4
English,1,Strat9,2
English,1,Strat10,4
English,1,Strat1,5
English,1,Strat2,5
English,1,Strat3,5
English,1,Strat4,2
English,1,Strat5,5
English,1,Strat6,2
English,1,Strat7,5
English,1,Strat8,5
English,1,Strat9,1
English,1,Strat10,5
English,1,Strat1,2
English,1,Strat2,1
English,1,Strat3,5
English,1,Strat4,4
English,1,Strat5,3
English,1,Strat6,5
English,1,Strat7,3
English,1,Strat8,4
English,1,Strat9,3
English,1,Strat10,5
English,1,Strat1,3
English,1,Strat2,3
English,1,Strat3,4
English,1,Strat4,2
English,1,Strat5,5
English,1,Strat6,2
English,1,Strat7,2
English,1,Strat8,4
English,1,Strat9,4
English,1,Strat10,2
English,1,Strat1,2
English,1,Strat2,2
English,1,Strat3,4
English,1,Strat4,1
English,1,Strat5,4
English,1,Strat6,4
English,1,Strat7,4
English,1,Strat8,5
English,1,Strat9,1
English,1,Strat10,2
English,1,Strat1,2
English,1,Strat2,4
English,1,Strat3,4
English,1,Strat4,2
English,1,Strat5,4
English,1,Strat6,2
English,1,Strat7,2
English,1,Strat8,2
English,1,Strat9,4
English,1,Strat10,2
English,1,Strat1,4
English,1,Strat2,5
English,1,Strat3,2
English,1,Strat4,4
English,1,Strat5,5
English,1,Strat6,4
English,1,Strat7,4
English,1,Strat8,4
English,1,Strat9,4
English,1,Strat10,5
English,1,Strat1,4
English,1,Strat2,4
English,1,Strat3,4
English,1,Strat4,4
English,1,Strat5,2
English,1,Strat6,4
English,1,Strat7,2
English,1,Strat8,4
English,1,Strat9,4
English,1,Strat10,4
English,1,Strat1,5
English,1,Strat2,5
English,1,Strat3,5
English,1,Strat4,2
English,1,Strat5,5
English,1,Strat6,3
English,1,Strat7,2
English,1,Strat8,4
English,1,Strat9,4
English,1,Strat10,5
English,1,Strat1,1
English,1,Strat2,3
English,1,Strat3,4
English,1,Strat4,4
English,1,Strat5,5
English,1,Strat6,2
English,1,Strat7,2
English,1,Strat8,4
English,1,Strat9,3
English,1,Strat10,4
English,1,Strat1,3
English,1,Strat2,2
English,1,Strat3,2
English,1,Strat4,4
English,1,Strat5,2
English,1,Strat6,3
English,1,Strat7,3
English,1,Strat8,3
English,1,Strat9,2
English,1,Strat10,3
English,1,Strat1,4
English,1,Strat2,5
English,1,Strat3,5
English,1,Strat4,2
English,1,Strat5,5
English,1,Strat6,5
English,1,Strat7,4
English,1,Strat8,2
English,1,Strat9,5
English,1,Strat10,5
English,1,Strat1,5
English,1,Strat2,4
English,1,Strat3,2
English,1,Strat4,1
English,1,Strat5,5
English,1,Strat6,4
English,1,Strat7,2
English,1,Strat8,4
English,1,Strat9,4
English,1,Strat10,4
English,1,Strat1,4
English,1,Strat2,4
English,1,Strat3,4
English,1,Strat4,2
English,1,Strat5,1
English,1,Strat6,1
English,1,Strat7,1
English,1,Strat8,4
English,1,Strat9,4
English,1,Strat10,2
English,1,Strat1,4
English,1,Strat2,4
English,1,Strat3,5
English,1,Strat4,3
English,1,Strat5,5
English,1,Strat6,3
English,1,Strat7,4
English,1,Strat8,2
English,1,Strat9,3
English,1,Strat10,4
English,1,Strat1,5
English,1,Strat2,5
English,1,Strat3,5
English,1,Strat4,2
English,1,Strat5,5
English,1,Strat6,5
English,1,Strat7,5
English,1,Strat8,5
English,1,Strat9,5
English,1,Strat10,5
English,1,Strat1,4
English,1,Strat2,5
English,1,Strat3,5
English,1,Strat4,3
English,1,Strat5,5
English,1,Strat6,5
English,1,Strat7,5
English,1,Strat8,5
English,1,Strat9,5
English,1,Strat10,2
English,1,Strat1,2
English,1,Strat2,4
English,1,Strat3,1
English,1,Strat4,2
English,1,Strat5,5
English,1,Strat6,4
English,1,Strat7,1
English,1,Strat8,4
English,1,Strat9,2
English,1,Strat10,3
English,1,Strat1,1
English,1,Strat2,1
English,1,Strat3,1
English,1,Strat4,1
English,1,Strat5,2
English,1,Strat6,5
English,1,Strat7,5
English,1,Strat8,2
English,1,Strat9,4
English,1,Strat10,1
English,1,Strat1,3
English,1,Strat2,5
English,1,Strat3,4
English,1,Strat4,3
English,1,Strat5,5
English,1,Strat6,3
English,1,Strat7,2
English,1,Strat8,4
English,1,Strat9,4
English,1,Strat10,4
English,1,Strat1,2
English,1,Strat2,5
English,1,Strat3,2
English,1,Strat4,4
English,1,Strat5,5
English,1,Strat6,2
English,1,Strat7,2
English,1,Strat8,4
English,1,Strat9,4
English,1,Strat10,2
English,1,Strat1,4
English,1,Strat2,5
English,1,Strat3,1
English,1,Strat4,2
English,1,Strat5,2
English,1,Strat6,5
English,1,Strat7,5
English,1,Strat8,5
English,1,Strat9,3
English,1,Strat10,4
English,1,Strat1,4
English,1,Strat2,4
English,1,Strat3,4
English,1,Strat4,4
English,1,Strat5,4
English,1,Strat6,4
English,1,Strat7,2
English,1,Strat8,4
English,1,Strat9,4
English,1,Strat10,4
English,1,Strat1,5
English,1,Strat2,4
English,1,Strat3,4
English,1,Strat4,4
English,1,Strat5,5
English,1,Strat6,2
English,1,Strat7,5
English,1,Strat8,5
English,1,Strat9,2
English,1,Strat10,4
English,1,Strat1,5
English,1,Strat2,5
English,1,Strat3,2
English,1,Strat4,4
English,1,Strat5,5
English,1,Strat6,4
English,1,Strat7,4
English,1,Strat8,3
English,1,Strat9,4
English,1,Strat10,4
English,1,Strat1,4
English,1,Strat2,2
English,1,Strat3,2
English,1,Strat4,2
English,1,Strat5,5
English,1,Strat6,4
English,1,Strat7,2
English,1,Strat8,5
English,1,Strat9,5
English,1,Strat10,4
English,1,Strat1,5
English,1,Strat2,4
English,1,Strat3,4
English,1,Strat4,4
English,1,Strat5,5
English,1,Strat6,4
English,1,Strat7,2
English,1,Strat8,5
English,1,Strat9,4
English,1,Strat10,4
English,1,Strat1,5
English,1,Strat2,5
English,1,Strat3,4
English,1,Strat4,2
English,1,Strat5,5
English,1,Strat6,1
English,1,Strat7,3
English,1,Strat8,5
English,1,Strat9,5
English,1,Strat10,5
English,1,Strat1,4
English,1,Strat2,4
English,1,Strat3,3
English,1,Strat4,3
English,1,Strat5,5
English,1,Strat6,2
English,1,Strat7,3
English,1,Strat8,5
English,1,Strat9,2
English,1,Strat10,3
English,1,Strat1,5
English,1,Strat2,5
English,1,Strat3,5
English,1,Strat4,5
English,1,Strat5,5
English,1,Strat6,5
English,1,Strat7,3
English,1,Strat8,5
English,1,Strat9,3
English,1,Strat10,2
English,1,Strat1,4
English,1,Strat2,1
English,1,Strat3,4
English,1,Strat4,2
English,1,Strat5,4
English,1,Strat6,3
English,1,Strat7,2
English,1,Strat8,3
English,1,Strat9,4
English,1,Strat10,2
English,1,Strat1,4
English,1,Strat2,5
English,1,Strat3,3
English,1,Strat4,1
English,1,Strat5,5
English,1,Strat6,2
English,1,Strat7,2
English,1,Strat8,4
English,1,Strat9,1
English,1,Strat10,2
English,1,Strat1,4
English,1,Strat2,2
English,1,Strat3,5
English,1,Strat4,4
English,1,Strat5,5
English,1,Strat6,4
English,1,Strat7,2
English,1,Strat8,4
English,1,Strat9,4
English,1,Strat10,2
English,1,Strat1,4
English,1,Strat2,5
English,1,Strat3,2
English,1,Strat4,5
English,1,Strat5,5
English,1,Strat6,2
English,1,Strat7,2
English,1,Strat8,3
English,1,Strat9,1
English,1,Strat10,4
English,1,Strat1,4
English,1,Strat2,4
English,1,Strat3,4
English,1,Strat4,3
English,1,Strat5,4
English,1,Strat6,4
English,1,Strat7,4
English,1,Strat8,4
English,1,Strat9,3
English,1,Strat10,3
English,1,Strat1,4
English,1,Strat2,5
English,1,Strat3,4
English,1,Strat4,5
English,1,Strat5,5
English,1,Strat6,1
English,1,Strat7,5
English,1,Strat8,5
English,1,Strat9,5
English,1,Strat10,5
English,1,Strat1,5
English,1,Strat2,5
English,1,Strat3,5
English,1,Strat4,4
English,1,Strat5,5
English,1,Strat6,4
English,1,Strat7,3
English,1,Strat8,5
English,1,Strat9,5
English,1,Strat10,5
English,1,Strat1,4
English,1,Strat2,4
English,1,Strat3,4
English,1,Strat4,2
English,1,Strat5,5
English,1,Strat6,3
English,1,Strat7,5
English,1,Strat8,4
English,1,Strat9,1
English,1,Strat10,3
English,1,Strat1,3
English,1,Strat2,4
English,1,Strat3,1
English,1,Strat4,1
English,1,Strat5,5
English,1,Strat6,4
English,1,Strat7,1
English,1,Strat8,4
English,1,Strat9,4
English,1,Strat10,4
English,1,Strat1,5
English,1,Strat2,5
English,1,Strat3,1
English,1,Strat4,1
English,1,Strat5,2
English,1,Strat6,5
English,1,Strat7,5
English,1,Strat8,5
English,1,Strat9,5
English,1,Strat10,5
English,1,Strat1,5
English,1,Strat2,4
English,1,Strat3,4
English,1,Strat4,4
English,1,Strat5,4
English,1,Strat6,2
English,1,Strat7,4
English,1,Strat8,4
English,1,Strat9,2
English,1,Strat10,3
English,1,Strat1,2
English,1,Strat2,2
English,1,Strat3,2
English,1,Strat4,2
English,1,Strat5,4
English,1,Strat6,2
English,1,Strat7,2
English,1,Strat8,4
English,1,Strat9,4
English,1,Strat10,2
English,1,Strat1,2
English,1,Strat2,5
English,1,Strat3,5
English,1,Strat4,2
English,1,Strat5,4
English,1,Strat6,2
English,1,Strat7,2
English,1,Strat8,4
English,1,Strat9,2
English,1,Strat10,4
English,1,Strat1,2
English,1,Strat2,2
English,1,Strat3,4
English,1,Strat4,5
English,1,Strat5,5
English,1,Strat6,3
English,1,Strat7,4
English,1,Strat8,3
English,1,Strat9,3
English,1,Strat10,4
English,1,Strat1,3
English,1,Strat2,4
English,1,Strat3,5
English,1,Strat4,5
English,1,Strat5,5
English,1,Strat6,4
English,1,Strat7,3
English,1,Strat8,4
English,1,Strat9,3
English,1,Strat10,2
English,1,Strat1,1
English,1,Strat2,2
English,1,Strat3,5
English,1,Strat4,5
English,1,Strat5,5
English,1,Strat6,4
English,1,Strat7,2
English,1,Strat8,3
English,1,Strat9,5
English,1,Strat10,5
English,1,Strat1,2
English,1,Strat2,4
English,1,Strat3,5
English,1,Strat4,3
English,1,Strat5,5
English,1,Strat6,2
English,1,Strat7,1
English,1,Strat8,4
English,1,Strat9,3
English,1,Strat10,3
English,1,Strat1,3
English,1,Strat2,3
English,1,Strat3,5
English,1,Strat4,5
English,1,Strat5,3
English,1,Strat6,5
English,1,Strat7,5
English,1,Strat8,2
English,1,Strat9,5
English,1,Strat10,4
English,1,Strat1,1
English,1,Strat2,5
English,1,Strat3,5
English,1,Strat4,1
English,1,Strat5,5
English,1,Strat6,4
English,1,Strat7,1
English,1,Strat8,4
English,1,Strat9,1
English,1,Strat10,5
English,1,Strat1,4
English,1,Strat2,1
English,1,Strat3,4
English,1,Strat4,2
English,1,Strat5,5
English,1,Strat6,3
English,1,Strat7,3
English,1,Strat8,2
English,1,Strat9,3
English,1,Strat10,4
English,1,Strat1,2
English,1,Strat2,1
English,1,Strat3,4
English,1,Strat4,5
English,1,Strat5,5
English,1,Strat6,4
English,1,Strat7,4
English,1,Strat8,5
English,1,Strat9,4
English,1,Strat10,4
English,1,Strat1,2
English,1,Strat2,5
English,1,Strat3,5
English,1,Strat4,1
English,1,Strat5,1
English,1,Strat6,1
English,1,Strat7,5
English,1,Strat8,5
English,1,Strat9,1
English,1,Strat10,5
English,1,Strat1,2
English,1,Strat2,1
English,1,Strat3,5
English,1,Strat4,5
English,1,Strat5,5
English,1,Strat6,4
English,1,Strat7,2
English,1,Strat8,2
English,1,Strat9,5
English,1,Strat10,5
English,1,Strat1,3
English,1,Strat2,4
English,1,Strat3,4
English,1,Strat4,2
English,1,Strat5,4
English,1,Strat6,3
English,1,Strat7,4
English,1,Strat8,2
English,1,Strat9,4
English,1,Strat10,4
English,1,Strat1,2
English,1,Strat2,5
English,1,Strat3,4
English,1,Strat4,2
English,1,Strat5,4
English,1,Strat6,4
English,1,Strat7,4
English,1,Strat8,4
English,1,Strat9,4
English,1,Strat10,2
English,1,Strat1,2
English,1,Strat2,4
English,1,Strat3,5
English,1,Strat4,2
English,1,Strat5,4
English,1,Strat6,2
English,1,Strat7,4
English,1,Strat8,2
English,1,Strat9,4
English,1,Strat10,2
English,1,Strat1,2
English,1,Strat2,2
English,1,Strat3,4
English,1,Strat4,4
English,1,Strat5,5
English,1,Strat6,4
English,1,Strat7,4
English,1,Strat8,2
English,1,Strat9,3
English,1,Strat10,3
English,1,Strat1,3
English,1,Strat2,2
English,1,Strat3,4
English,1,Strat4,2
English,1,Strat5,4
English,1,Strat6,4
English,1,Strat7,4
English,1,Strat8,4
English,1,Strat9,3
English,1,Strat10,4
English,1,Strat1,3
English,1,Strat2,1
English,1,Strat3,5
English,1,Strat4,3
English,1,Strat5,2
English,1,Strat6,4
English,1,Strat7,4
English,1,Strat8,2
English,1,Strat9,2
English,1,Strat10,5
English,1,Strat1,2
English,1,Strat2,4
English,1,Strat3,5
English,1,Strat4,4
English,1,Strat5,5
English,1,Strat6,4
English,1,Strat7,5
English,1,Strat8,4
English,1,Strat9,4
English,1,Strat10,3
English,1,Strat1,3
English,1,Strat2,3
English,1,Strat3,3
English,1,Strat4,1
English,1,Strat5,4
English,1,Strat6,3
English,1,Strat7,4
English,1,Strat8,2
English,1,Strat9,3
English,1,Strat10,3
English,1,Strat1,2
English,1,Strat2,4
English,1,Strat3,5
English,1,Strat4,5
English,1,Strat5,5
English,1,Strat6,4
English,1,Strat7,4
English,1,Strat8,4
English,1,Strat9,4
English,1,Strat10,4
English,1,Strat1,2
English,1,Strat2,1
English,1,Strat3,5
English,1,Strat4,1
English,1,Strat5,4
English,1,Strat6,2
English,1,Strat7,1
English,1,Strat8,2
English,1,Strat9,2
English,1,Strat10,4
English,1,Strat1,1
English,1,Strat2,2
English,1,Strat3,2
English,1,Strat4,2
English,1,Strat5,1
English,1,Strat6,2
English,1,Strat7,1
English,1,Strat8,2
English,1,Strat9,4
English,1,Strat10,1
English,1,Strat1,4
English,1,Strat2,2
English,1,Strat3,5
English,1,Strat4,2
English,1,Strat5,4
English,1,Strat6,2
English,1,Strat7,2
English,1,Strat8,4
English,1,Strat9,2
English,1,Strat10,3
English,1,Strat1,4
English,1,Strat2,4
English,1,Strat3,5
English,1,Strat4,3
English,1,Strat5,5
English,1,Strat6,5
English,1,Strat7,3
English,1,Strat8,4
English,1,Strat9,5
English,1,Strat10,5
English,1,Strat1,4
English,1,Strat2,5
English,1,Strat3,5
English,1,Strat4,2
English,1,Strat5,5
English,1,Strat6,3
English,1,Strat7,5
English,1,Strat8,5
English,1,Strat9,4
English,1,Strat10,2
English,1,Strat1,2
English,1,Strat2,2
English,1,Strat3,5
English,1,Strat4,4
English,1,Strat5,5
English,1,Strat6,3
English,1,Strat7,2
English,1,Strat8,3
English,1,Strat9,3
English,1,Strat10,3
English,1,Strat1,4
English,1,Strat2,5
English,1,Strat3,2
English,1,Strat4,1
English,1,Strat5,4
English,1,Strat6,4
English,1,Strat7,5
English,1,Strat8,2
English,1,Strat9,4
English,1,Strat10,1
English,1,Strat1,3
English,1,Strat2,2
English,1,Strat3,5
English,1,Strat4,2
English,1,Strat5,3
English,1,Strat6,4
English,1,Strat7,2
English,1,Strat8,4
English,1,Strat9,4
English,1,Strat10,3
English,1,Strat1,1
English,1,Strat2,1
English,1,Strat3,5
English,1,Strat4,2
English,1,Strat5,5
English,1,Strat6,1
English,1,Strat7,2
English,1,Strat8,1
English,1,Strat9,4
English,1,Strat10,2
English,1,Strat1,1
English,1,Strat2,5
English,1,Strat3,3
English,1,Strat4,3
English,1,Strat5,5
English,1,Strat6,5
English,1,Strat7,5
English,1,Strat8,5
English,1,Strat9,3
English,1,Strat10,3
English,1,Strat1,2
English,1,Strat2,2
English,1,Strat3,5
English,1,Strat4,5
English,1,Strat5,4
English,1,Strat6,2
English,1,Strat7,2
English,1,Strat8,4
English,1,Strat9,4
English,1,Strat10,4
English,1,Strat1,2
English,1,Strat2,5
English,1,Strat3,5
English,1,Strat4,5
English,1,Strat5,5
English,1,Strat6,3
English,1,Strat7,5
English,1,Strat8,5
English,1,Strat9,3
English,1,Strat10,2
English,1,Strat1,3
English,1,Strat2,5
English,1,Strat3,3
English,1,Strat4,5
English,1,Strat5,5
English,1,Strat6,4
English,1,Strat7,4
English,1,Strat8,3
English,1,Strat9,4
English,1,Strat10,5
English,1,Strat1,1
English,1,Strat2,2
English,1,Strat3,2
English,1,Strat4,1
English,1,Strat5,4
English,1,Strat6,1
English,1,Strat7,2
English,1,Strat8,2
English,1,Strat9,4
English,1,Strat10,3
English,1,Strat1,5
English,1,Strat2,5
English,1,Strat3,5
English,1,Strat4,1
English,1,Strat5,4
English,1,Strat6,4
English,1,Strat7,5
English,1,Strat8,5
English,1,Strat9,5
English,1,Strat10,1
English,1,Strat1,3
English,1,Strat2,1
English,1,Strat3,5
English,1,Strat4,2
English,1,Strat5,1
English,1,Strat6,4
English,1,Strat7,5
English,1,Strat8,4
English,1,Strat9,5
English,1,Strat10,5
English,1,Strat1,2
English,1,Strat2,5
English,1,Strat3,5
English,1,Strat4,5
English,1,Strat5,5
English,1,Strat6,1
English,1,Strat7,3
English,1,Strat8,2
English,1,Strat9,3
English,1,Strat10,4
English,1,Strat1,4
English,1,Strat2,3
English,1,Strat3,5
English,1,Strat4,5
English,1,Strat5,2
English,1,Strat6,2
English,1,Strat7,5
English,1,Strat8,2
English,1,Strat9,3
English,1,Strat10,4
English,1,Strat1,2
English,1,Strat2,4
English,1,Strat3,4
English,1,Strat4,2
English,1,Strat5,3
English,1,Strat6,3
English,1,Strat7,2
English,1,Strat8,2
English,1,Strat9,4
English,1,Strat10,2
English,1,Strat1,1
English,1,Strat2,1
English,1,Strat3,5
English,1,Strat4,4
English,1,Strat5,4
English,1,Strat6,3
English,1,Strat7,2
English,1,Strat8,2
English,1,Strat9,1
English,1,Strat10,2
English,1,Strat1,3
English,1,Strat2,4
English,1,Strat3,5
English,1,Strat4,2
English,1,Strat5,5
English,1,Strat6,4
English,1,Strat7,2
English,1,Strat8,3
English,1,Strat9,3
English,1,Strat10,2
English,1,Strat1,1
English,1,Strat2,2
English,1,Strat3,5
English,1,Strat4,1
English,1,Strat5,5
English,1,Strat6,1
English,1,Strat7,2
English,1,Strat8,1
English,1,Strat9,2
English,1,Strat10,2
English,1,Strat1,3
English,1,Strat2,3
English,1,Strat3,4
English,1,Strat4,3
English,1,Strat5,4
English,1,Strat6,4
English,1,Strat7,4
English,1,Strat8,4
English,1,Strat9,4
English,1,Strat10,3
English,1,Strat1,4
English,1,Strat2,5
English,1,Strat3,4
English,1,Strat4,5
English,1,Strat5,5
English,1,Strat6,5
English,1,Strat7,5
English,1,Strat8,5
English,1,Strat9,5
English,1,Strat10,5
English,1,Strat1,2
English,1,Strat2,2
English,1,Strat3,2
English,1,Strat4,2
English,1,Strat5,5
English,1,Strat6,5
English,1,Strat7,5
English,1,Strat8,5
English,1,Strat9,5
English,1,Strat10,5
English,1,Strat1,4
English,1,Strat2,2
English,1,Strat3,5
English,1,Strat4,4
English,1,Strat5,4
English,1,Strat6,2
English,1,Strat7,3
English,1,Strat8,3
English,1,Strat9,3
English,1,Strat10,3
English,1,Strat1,2
English,1,Strat2,1
English,1,Strat3,5
English,1,Strat4,1
English,1,Strat5,5
English,1,Strat6,4
English,1,Strat7,1
English,1,Strat8,4
English,1,Strat9,4
English,1,Strat10,5
English,1,Strat1,5
English,1,Strat2,1
English,1,Strat3,5
English,1,Strat4,4
English,1,Strat5,5
English,1,Strat6,5
English,1,Strat7,2
English,1,Strat8,5
English,1,Strat9,4
English,1,Strat10,5
English,1,Strat1,3
English,1,Strat2,4
English,1,Strat3,5
English,1,Strat4,1
English,1,Strat5,1
English,1,Strat6,4
English,1,Strat7,5
English,1,Strat8,2
